pdp_key,9061.149
pdp_tag,7273.251
pdp_challenge,6.554
pdp_prove,987.305
pdp_verify,28.757
pdp_key,8327.484
pdp_tag,7359.375
pdp_challenge,6.287
pdp_prove,1001.476
pdp_verify,25.125
pdp_key,7669.588
pdp_tag,7276.842
pdp_challenge,7.984
pdp_prove,984.836
pdp_verify,27.776
pdp_key,9702.511
pdp_tag,7281.274
pdp_challenge,6.428
pdp_prove,988.713
pdp_verify,25.274
pdp_key,7905.354
pdp_tag,7326.346
pdp_challenge,6.412
pdp_prove,1012.421
pdp_verify,24.748
pdp_key,19407.905
pdp_tag,7288.727
pdp_challenge,6.346
pdp_prove,993.941
pdp_verify,25.468
pdp_key,8777.798
pdp_tag,7248.983
pdp_challenge,6.368
pdp_prove,993.040
pdp_verify,25.815
pdp_key,17929.171
pdp_tag,7312.996
pdp_challenge,6.643
pdp_prove,987.790
pdp_verify,26.716
pdp_key,10251.893
pdp_tag,7298.842
pdp_challenge,7.676
pdp_prove,995.383
pdp_verify,27.680
pdp_key,19388.740
pdp_tag,7243.190
pdp_challenge,6.551
pdp_prove,992.367
pdp_verify,25.208
