pdp_key,12993.675
pdp_tag,28020.427
pdp_challenge,6.709
pdp_prove,2000.782
pdp_verify,24.452
pdp_key,14796.193
pdp_tag,28040.961
pdp_challenge,7.778
pdp_prove,1967.813
pdp_verify,25.268
pdp_key,3940.112
pdp_tag,28307.542
pdp_challenge,6.757
pdp_prove,1888.457
pdp_verify,25.023
pdp_key,13692.445
pdp_tag,28134.248
pdp_challenge,6.365
pdp_prove,1981.327
pdp_verify,27.265
pdp_key,7444.477
pdp_tag,27973.523
pdp_challenge,6.459
pdp_prove,1982.807
pdp_verify,24.631
pdp_key,10217.966
pdp_tag,28246.521
pdp_challenge,6.374
pdp_prove,2007.594
pdp_verify,28.340
pdp_key,5764.671
pdp_tag,28175.820
pdp_challenge,6.408
pdp_prove,1900.302
pdp_verify,24.579
pdp_key,7267.351
pdp_tag,27967.069
pdp_challenge,6.403
pdp_prove,1925.498
pdp_verify,24.527
pdp_key,3665.746
pdp_tag,28013.420
pdp_challenge,6.448
pdp_prove,1895.782
pdp_verify,25.662
pdp_key,15877.735
pdp_tag,28165.318
pdp_challenge,6.335
pdp_prove,1946.234
pdp_verify,27.124
