pdp_key,327.268
pdp_tag,6523.765
pdp_challenge,0.974
pdp_prove,3889.048
pdp_verify,7.420
pdp_key,384.802
pdp_tag,6509.562
pdp_challenge,0.576
pdp_prove,3882.813
pdp_verify,7.237
pdp_key,248.051
pdp_tag,6636.078
pdp_challenge,0.603
pdp_prove,3958.730
pdp_verify,11.093
pdp_key,254.043
pdp_tag,6592.954
pdp_challenge,0.590
pdp_prove,3949.698
pdp_verify,7.199
pdp_key,802.097
pdp_tag,6464.563
pdp_challenge,0.601
pdp_prove,3881.945
pdp_verify,7.567
pdp_key,451.792
pdp_tag,6593.425
pdp_challenge,0.592
pdp_prove,3694.438
pdp_verify,7.557
pdp_key,443.099
pdp_tag,6540.456
pdp_challenge,0.570
pdp_prove,4071.432
pdp_verify,7.564
pdp_key,215.559
pdp_tag,6529.517
pdp_challenge,0.606
pdp_prove,3902.908
pdp_verify,7.232
pdp_key,156.427
pdp_tag,6490.944
pdp_challenge,0.601
pdp_prove,3988.564
pdp_verify,7.835
pdp_key,463.226
pdp_tag,6538.309
pdp_challenge,0.537
pdp_prove,3860.282
pdp_verify,7.532
