350.37,3388.98,0.59,2023.61,7.02
304.68,3477.22,0.6,1948.92,11.79
164.38,3404.33,0.59,1939.4,6.89
188.99,3439.13,0.6,1946,6.66
204.61,3388.02,0.67,2030.81,6.58
148.85,3405.47,0.57,1971.32,7.97
154.48,3425.68,0.58,1968.99,7.17
138.19,3528.39,0.58,1939.16,6.93
474.8,3334.53,0.58,1979.65,6.79
403.14,3376.56,0.64,2012.4,10.32
239.9375,3413.17375,0.595,1973.78625,7.46875
