327.27,6523.77,0.97,3889.05,7.42
384.8,6509.56,0.58,3882.81,7.24
248.05,6636.08,0.6,3958.73,11.09
254.04,6592.95,0.59,3949.7,7.2
802.1,6464.56,0.6,3881.95,7.57
451.79,6593.43,0.59,3694.44,7.56
443.1,6540.46,0.57,4071.43,7.56
215.56,6529.52,0.61,3902.91,7.23
156.43,6490.94,0.6,3988.56,7.83
463.23,6538.31,0.54,3860.28,7.53
348.48,6539.8675,0.5925,3914.24875,7.4925
