pdp_key,350.371
pdp_tag,3388.976
pdp_challenge,0.592
pdp_prove,2023.609
pdp_verify,7.019
pdp_key,304.675
pdp_tag,3477.215
pdp_challenge,0.603
pdp_prove,1948.922
pdp_verify,11.786
pdp_key,164.381
pdp_tag,3404.334
pdp_challenge,0.590
pdp_prove,1939.405
pdp_verify,6.890
pdp_key,188.987
pdp_tag,3439.131
pdp_challenge,0.604
pdp_prove,1946.003
pdp_verify,6.660
pdp_key,204.611
pdp_tag,3388.018
pdp_challenge,0.670
pdp_prove,2030.805
pdp_verify,6.581
pdp_key,148.846
pdp_tag,3405.471
pdp_challenge,0.568
pdp_prove,1971.317
pdp_verify,7.975
pdp_key,154.476
pdp_tag,3425.679
pdp_challenge,0.577
pdp_prove,1968.988
pdp_verify,7.170
pdp_key,138.194
pdp_tag,3528.386
pdp_challenge,0.584
pdp_prove,1939.163
pdp_verify,6.926
pdp_key,474.800
pdp_tag,3334.528
pdp_challenge,0.576
pdp_prove,1979.650
pdp_verify,6.795
pdp_key,403.140
pdp_tag,3376.560
pdp_challenge,0.642
pdp_prove,2012.405
pdp_verify,10.320
