pdp_key,413.924
pdp_tag,8109.616
pdp_challenge,1.042
pdp_prove,4775.032
pdp_verify,7.553
pdp_key,153.232
pdp_tag,8083.140
pdp_challenge,0.599
pdp_prove,5048.294
pdp_verify,11.062
pdp_key,114.780
pdp_tag,8298.319
pdp_challenge,0.601
pdp_prove,4867.600
pdp_verify,7.659
pdp_key,315.717
pdp_tag,8118.242
pdp_challenge,0.594
pdp_prove,4775.210
pdp_verify,7.560
pdp_key,221.484
pdp_tag,8196.995
pdp_challenge,0.594
pdp_prove,4753.146
pdp_verify,7.769
pdp_key,177.196
pdp_tag,8119.726
pdp_challenge,0.626
pdp_prove,4717.438
pdp_verify,7.581
pdp_key,271.982
pdp_tag,8117.190
pdp_challenge,0.594
pdp_prove,4839.305
pdp_verify,7.853
pdp_key,245.911
pdp_tag,8160.249
pdp_challenge,0.629
pdp_prove,4735.013
pdp_verify,8.759
pdp_key,211.556
pdp_tag,8144.696
pdp_challenge,0.606
pdp_prove,4715.552
pdp_verify,10.857
pdp_key,298.858
pdp_tag,8101.925
pdp_challenge,0.609
pdp_prove,4723.391
pdp_verify,10.915
