pdp_key,217.932
pdp_tag,1927.487
pdp_challenge,0.645
pdp_prove,1029.009
pdp_verify,7.808
pdp_key,202.699
pdp_tag,1863.539
pdp_challenge,0.602
pdp_prove,1037.621
pdp_verify,6.478
pdp_key,130.399
pdp_tag,1889.922
pdp_challenge,1.095
pdp_prove,1035.830
pdp_verify,8.014
pdp_key,353.420
pdp_tag,1913.289
pdp_challenge,0.580
pdp_prove,1095.314
pdp_verify,6.517
pdp_key,461.139
pdp_tag,1785.764
pdp_challenge,1.080
pdp_prove,986.816
pdp_verify,6.977
pdp_key,211.390
pdp_tag,1919.740
pdp_challenge,0.595
pdp_prove,1056.047
pdp_verify,7.447
pdp_key,204.559
pdp_tag,1854.779
pdp_challenge,0.964
pdp_prove,1064.903
pdp_verify,7.459
pdp_key,180.099
pdp_tag,1817.549
pdp_challenge,0.585
pdp_prove,1032.512
pdp_verify,10.001
pdp_key,393.940
pdp_tag,1830.344
pdp_challenge,0.585
pdp_prove,1028.008
pdp_verify,6.979
pdp_key,397.030
pdp_tag,1773.696
pdp_challenge,0.600
pdp_prove,956.741
pdp_verify,9.866
