pdp_key,329.391
pdp_tag,4927.760
pdp_challenge,0.536
pdp_prove,2964.643
pdp_verify,6.734
pdp_key,314.747
pdp_tag,5085.786
pdp_challenge,0.599
pdp_prove,3013.969
pdp_verify,7.068
pdp_key,223.016
pdp_tag,5027.265
pdp_challenge,0.610
pdp_prove,2833.555
pdp_verify,7.197
pdp_key,221.313
pdp_tag,4994.524
pdp_challenge,0.601
pdp_prove,2870.412
pdp_verify,7.332
pdp_key,172.036
pdp_tag,5041.827
pdp_challenge,0.688
pdp_prove,2974.097
pdp_verify,7.471
pdp_key,278.586
pdp_tag,4961.782
pdp_challenge,0.551
pdp_prove,3046.794
pdp_verify,6.720
pdp_key,118.185
pdp_tag,5023.057
pdp_challenge,0.722
pdp_prove,2956.105
pdp_verify,7.079
pdp_key,254.992
pdp_tag,4915.279
pdp_challenge,0.707
pdp_prove,2977.968
pdp_verify,7.007
pdp_key,266.555
pdp_tag,4937.290
pdp_challenge,0.601
pdp_prove,2897.179
pdp_verify,8.664
pdp_key,550.958
pdp_tag,4997.681
pdp_challenge,0.625
pdp_prove,2861.490
pdp_verify,7.000
