pdp_key,348.441
pdp_tag,9627.972
pdp_challenge,0.607
pdp_prove,5684.924
pdp_verify,8.915
pdp_key,214.829
pdp_tag,9758.367
pdp_challenge,0.997
pdp_prove,5996.684
pdp_verify,10.902
pdp_key,393.693
pdp_tag,9563.311
pdp_challenge,0.605
pdp_prove,5721.692
pdp_verify,11.204
pdp_key,433.476
pdp_tag,9605.625
pdp_challenge,0.578
pdp_prove,5740.231
pdp_verify,7.715
pdp_key,220.551
pdp_tag,9726.002
pdp_challenge,0.602
pdp_prove,5944.470
pdp_verify,8.966
pdp_key,143.054
pdp_tag,9692.000
pdp_challenge,0.659
pdp_prove,5803.505
pdp_verify,7.476
pdp_key,130.050
pdp_tag,9658.937
pdp_challenge,0.650
pdp_prove,5310.007
pdp_verify,10.139
pdp_key,181.194
pdp_tag,9686.639
pdp_challenge,0.609
pdp_prove,5830.444
pdp_verify,7.887
pdp_key,447.711
pdp_tag,9749.520
pdp_challenge,1.031
pdp_prove,5936.463
pdp_verify,7.980
pdp_key,171.890
pdp_tag,9730.743
pdp_challenge,0.647
pdp_prove,5426.233
pdp_verify,9.779
