pdp_key,6595.927
pdp_tag,55842.096
pdp_challenge,8.813
pdp_prove,3409.215
pdp_verify,26.265
pdp_key,4599.206
pdp_tag,55905.252
pdp_challenge,6.299
pdp_prove,3480.446
pdp_verify,25.948
pdp_key,26033.434
pdp_tag,55891.060
pdp_challenge,8.155
pdp_prove,3247.066
pdp_verify,26.003
pdp_key,32633.880
pdp_tag,55913.463
pdp_challenge,6.676
pdp_prove,3436.103
pdp_verify,25.047
pdp_key,16392.249
pdp_tag,55754.639
pdp_challenge,6.527
pdp_prove,3533.207
pdp_verify,25.480
pdp_key,8964.824
pdp_tag,55872.011
pdp_challenge,6.426
pdp_prove,3434.325
pdp_verify,25.240
pdp_key,10948.927
pdp_tag,55801.954
pdp_challenge,6.510
pdp_prove,3398.456
pdp_verify,24.856
pdp_key,2650.376
pdp_tag,56112.516
pdp_challenge,6.377
pdp_prove,3367.372
pdp_verify,27.375
pdp_key,7799.851
pdp_tag,56323.840
pdp_challenge,6.303
pdp_prove,3696.299
pdp_verify,25.270
pdp_key,3853.890
pdp_tag,56404.512
pdp_challenge,6.469
pdp_prove,3338.510
pdp_verify,25.816
