6595.93,55842.1,8.81,3409.22,26.27
4599.21,55905.25,6.3,3480.45,25.95
26033.43,55891.06,8.15,3247.07,26
32633.88,55913.46,6.68,3436.1,25.05
16392.25,55754.64,6.53,3533.21,25.48
8964.82,55872.01,6.43,3434.32,25.24
10948.93,55801.95,6.51,3398.46,24.86
2650.38,56112.52,6.38,3367.37,27.38
7799.85,56323.84,6.3,3696.3,25.27
3853.89,56404.51,6.47,3338.51,25.82
10648.53875,55957.77375,6.68125,3424.705,25.635
