9061.15,7273.25,6.55,987.3,28.76
8327.48,7359.38,6.29,1001.48,25.12
7669.59,7276.84,7.98,984.84,27.78
9702.51,7281.27,6.43,988.71,25.27
7905.35,7326.35,6.41,1012.42,24.75
19407.9,7288.73,6.35,993.94,25.47
8777.8,7248.98,6.37,993.04,25.82
17929.17,7313,6.64,987.79,26.72
10251.89,7298.84,7.68,995.38,27.68
19388.74,7243.19,6.55,992.37,25.21
11418.01125,7288.4075,6.6225,992.50125,26.13375
