pdp_key,1903.786
pdp_tag,88363.958
pdp_challenge,6.767
pdp_prove,4999.070
pdp_verify,25.662
pdp_key,5882.295
pdp_tag,88736.899
pdp_challenge,7.287
pdp_prove,5021.694
pdp_verify,26.866
pdp_key,7055.252
pdp_tag,87701.695
pdp_challenge,8.006
pdp_prove,5869.081
pdp_verify,27.769
pdp_key,21977.078
pdp_tag,87275.771
pdp_challenge,6.370
pdp_prove,5155.467
pdp_verify,26.265
pdp_key,18998.073
pdp_tag,86564.933
pdp_challenge,7.322
pdp_prove,5014.031
pdp_verify,24.943
pdp_key,22956.168
pdp_tag,88774.952
pdp_challenge,6.984
pdp_prove,5617.477
pdp_verify,26.847
pdp_key,4395.111
pdp_tag,86739.047
pdp_challenge,6.511
pdp_prove,4987.479
pdp_verify,25.875
pdp_key,7507.253
pdp_tag,88592.445
pdp_challenge,6.605
pdp_prove,5128.399
pdp_verify,25.002
pdp_key,11711.664
pdp_tag,87146.609
pdp_challenge,6.468
pdp_prove,5116.584
pdp_verify,27.558
pdp_key,13319.992
pdp_tag,89841.070
pdp_challenge,9.072
pdp_prove,4871.655
pdp_verify,25.337
