pdp_key,9901.291
pdp_tag,144892.569
pdp_challenge,6.446
pdp_prove,8570.830
pdp_verify,35.078
pdp_key,40802.754
pdp_tag,146689.056
pdp_challenge,7.001
pdp_prove,8107.268
pdp_verify,27.776
pdp_key,10402.828
pdp_tag,146067.973
pdp_challenge,6.478
pdp_prove,8526.996
pdp_verify,25.404
pdp_key,4775.908
pdp_tag,148204.225
pdp_challenge,8.371
pdp_prove,8656.797
pdp_verify,26.721
pdp_key,3276.321
pdp_tag,146600.050
pdp_challenge,6.741
pdp_prove,8328.533
pdp_verify,26.588
pdp_key,12079.593
pdp_tag,147414.430
pdp_challenge,6.544
pdp_prove,8522.109
pdp_verify,26.189
pdp_key,4643.836
pdp_tag,145649.809
pdp_challenge,7.526
pdp_prove,8645.657
pdp_verify,27.732
pdp_key,12191.159
pdp_tag,147748.462
pdp_challenge,7.234
pdp_prove,8579.793
pdp_verify,26.755
pdp_key,4466.625
pdp_tag,145083.593
pdp_challenge,6.739
pdp_prove,8422.194
pdp_verify,28.695
pdp_key,18384.620
pdp_tag,145471.847
pdp_challenge,7.363
pdp_prove,8315.567
pdp_verify,26.697
