pdp_key,11941.155
pdp_tag,59369.787
pdp_challenge,8.656
pdp_prove,3554.477
pdp_verify,27.465
pdp_key,10493.651
pdp_tag,59477.181
pdp_challenge,6.433
pdp_prove,3415.580
pdp_verify,25.715
pdp_key,8993.187
pdp_tag,58239.587
pdp_challenge,6.612
pdp_prove,3475.894
pdp_verify,25.231
pdp_key,26137.952
pdp_tag,58097.804
pdp_challenge,6.427
pdp_prove,3495.911
pdp_verify,25.700
pdp_key,8592.515
pdp_tag,60983.730
pdp_challenge,6.562
pdp_prove,3408.542
pdp_verify,24.876
pdp_key,4142.850
pdp_tag,58918.681
pdp_challenge,6.934
pdp_prove,3935.790
pdp_verify,25.623
pdp_key,23152.329
pdp_tag,57816.308
pdp_challenge,8.836
pdp_prove,3460.624
pdp_verify,25.311
pdp_key,44514.862
pdp_tag,57837.526
pdp_challenge,6.718
pdp_prove,3399.178
pdp_verify,25.030
pdp_key,21207.769
pdp_tag,59204.282
pdp_challenge,9.162
pdp_prove,3604.366
pdp_verify,25.000
pdp_key,7882.920
pdp_tag,57977.949
pdp_challenge,6.523
pdp_prove,3519.382
pdp_verify,24.869
